-0.773662933504 -0.861380602236 1 0
-0.205169325956 -0.751346614846 1 0
-0.167234038482 0.102243038575 1 0
-0.427993847021 -0.140441997677 1 0
-0.624706172042 -0.451057936138 1 0
-0.752011781634 -0.712330541218 1 0
-0.763823268042 -0.404053138754 1 0
0.462608593732 0.970884406823 1 0
-0.669667741736 -0.29631840146 1 0
-0.272932714699 -0.0242706187988 1 0
-0.791696705837 -0.448733541121 1 0
-0.640941893211 -0.327862688698 1 0
0.418137418143 0.863119587978 1 0
-0.342432544004 0.0280463331423 1 0
-0.941050378854 -0.661683184716 1 0
0.392519380217 0.872490542003 1 0
0.423252369113 0.938246414896 1 0
-0.396443974168 -0.0237156586391 1 0
-0.0572046388475 0.358037728112 1 0
-0.868080072597 -0.598865284125 1 0
0.396544559104 0.842542051955 1 0
-0.374904799165 0.00777176118136 1 0
-0.484167684164 -0.112791208182 1 0
-0.735594901381 -0.461772367228 1 0
0.660246575408 0.875407616489 1 0
-0.49218124975 -0.105126901345 1 0
0.465519554681 0.973633308604 1 0
-0.0347590973881 0.400866316963 1 0
0.204114136201 0.635454224701 1 0
